PART_ID;PART_DESCRIPTION;Acting;Additional Feature;Application;Blow Characteristic;Body Breadth (mm);Body Height (mm);Body Length or Diameter (mm);Current Rating;Fuse Material;Fuse Size;JESD-609 Code;Joule-integral-Nom (J);LC Risk;Maximum AC Voltage Rating;Maximum DC Voltage Rating;Maximum Power Dissipation;Mounting;Mounting Feature;Number of Terminals;Operating Temperature-Max (Cel);Operating Temperature-Min (Cel);Physical Dimension;Pre-arcing time-Min (ms);Product Diameter;Product Length;Rated Breaking Capacity (A);Rated Current (A);Rated Voltage (V);Rated Voltage(AC) (V);Rated Voltage(DC) (V)
A317;Fuse Miniature Slow Blow Acting 0.125A 250V Holder Cartridge 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.125A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.125A;Glass;5 X 20mm;;0.1465J;Low;250V;;1.6(Typ)W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;;5.2mm;20mm;35A;0.125A;250V;250V;
A318;Fuse Miniature Slow Blow Acting 0.125A 250V Holder Cartridge 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.125A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.125A;Glass;5x20mm;;0.1465J;Low;250V;;1.6(Typ)W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;;5.2mm;20mm;35A;0.125A;250V;250V;
A319;Fuse Miniature Slow Blow Acting 0.125A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.125A, 35A (IR), Supplemental, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.125A;Glass;5 X 20mm;e3;;Low;250V;;1.6W;Holder;;2;125Cel;-55Cel;5.2mm  x  20mm;;4.7mm;20mm;35A;1.25A;250V;;
A320;Fuse Miniature Slow Blow Acting 0.2A 250V Holder Axial Melf 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.2A, 35A (IR), Supplemental, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.2A;Glass;5x20mm;e3;;Low;250V;;1.6W;Holder;;2;125Cel;-55Cel;5.2mm  x  20mm;;5.2mm;20mm;35A;0.2A;250V;;
A321;Fuse Miniature Slow Blow Acting 0.25A 250V Holder Cartridge 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.25A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.25A;Glass;5 X 20mm;;0.5405J;Low;250V;;1.6(Typ)W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;;5.2mm;20mm;35A;0.25A;250V;250V;
A322;Fuse Miniature Slow Blow Acting 0.25A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.25A, 35A (IR), Supplemental, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.25A;Glass;5 X 20mm;e3;;Low;250V;;1.6(Typ)W;Holder;;2;125Cel;-55Cel;5.2mm  x  20mm;;4.7mm;20mm;35A;0.25A;250V;;
A323;;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;;;;;0.25A;Glass;5 X 20mm;;;;250V;;1.6(Typ)W;Holder;;2;;;;;5.2mm;20mm;;;;;
A324;Fuse Miniature Slow Blow Acting 3.15A 250V Holder Cartridge 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 3.15A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;3.15A;Glass;5x20mm;;38.15J;Low;250V;;1.6(Typ)W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;;5.2mm;20mm;35A;3.15A;250V;250V;
A325;Fuse Miniature Slow Blow Acting 3.15A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.315A, 35A (IR), Supplemental, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.315A;Glass;5 X 20mm;e3;;Low;250V;;1.6(Typ)W;Holder;;2;125Cel;-55Cel;5.2mm  x  20mm;;4.7mm;20mm;35A;3.15A;250V;;
A326;Fuse Miniature Slow Blow Acting 0.4A 250V Axial 5 X 20mm Glass Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.4A, 250VAC, 35A (IR), Supplemental, Through Hole, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;22.5mm;5.8mm;0.4A;Glass;5x20mm;e3;1.325J;Low;250V;;1.6(Typ)W;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;5.8mm  x  22.5mm;;5.8(Max)mm;22.5(Max)mm;35A;0.4A;250V;250V;
A327;Fuse Miniature Slow Blow Acting 0.4A 250V Holder Cartridge 5 X 20mm Glass Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.4A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.4A;Glass;5x20mm;;1.325J;Low;250V;;1.6(Typ)W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;;5.2mm;20mm;35A;0.4A;250V;250V;
A328;Fuse Miniature Slow Blow Acting 0.4A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.4A, 35A (IR), Supplemental, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.4A;Glass;5 X 20mm;e3;;Low;250V;;;Holder;;2;125Cel;-55Cel;5.2mm  x  20mm;;4.7mm;20mm;35A;0.4A;250V;;
A329;Fuse Miniature Slow Blow Acting 0.5A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.5A, 35A (IR), Supplemental, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.5A;Glass;5 X 20mm;;;Low;250V;;1.6(Typ)W;Holder;;2;125Cel;-55Cel;5.2mm  x  20mm;;4.7mm;20mm;35A;0.5A;250V;;
A330;Fuse Miniature Slow Blow Acting 0.63A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.63A, 35A (IR), Supplemental, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.63A;Glass;5 X 20mm;e3;;Low;250V;;1.6(Typ)W;Holder;;2;125Cel;-55Cel;5.2mm  x  20mm;;4.7mm;20mm;35A;0.63A;250V;;
A331;Fuse Miniature Slow Blow Acting 0.8A 250V Holder Cartridge 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.8A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.8A;Glass;5 X 20mm;;3.37J;Low;250V;;1.6(Typ)W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;;5.2mm;20mm;35A;0.8A;250V;250V;
A332;Fuse Miniature Slow Blow Acting 0.8A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 0.8A, 35A (IR), Supplemental, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.8A;Glass;5 X 20mm;;;Low;250V;;1.6W;Holder;;2;125Cel;-55Cel;5.2mm  x  20mm;;4.7mm;20mm;35A;0.8A;250V;;
A333;;;;;TIME LAG;;20mm;5.2mm;;;;;3.33J;Low;;;;;INLINE/HOLDER;;;;5.2mm  x  20mm;;;;150A;1A;;250V;
A334;;Slow Blow;;Motor Circuit;;;;;1A;;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A335;;;;;TIME LAG;;20mm;5.2mm;;;;;70.95J;Low;;;;;INLINE/HOLDER;;;;5.2mm  x  20mm;;;;150A;4A;;250V;
A336;;Slow Blow;;;;;;;;;5 X 20mm;;;;;;;;;;;;;;;;;;;;
A337;Fuse Miniature Slow Blow Acting 4A 250V Holder Cartridge 5 X 20mm Bulk CCC/CSA/PSE/SEMKO/UL Electric Fuse, Time Lag Blow, 4A, 250VAC, 150A (IR), Inline/holder, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;4A;;5 X 20mm;;330J;Low;250V;;1.6W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;;5.2mm;20mm;150A;4A;250V;250V;
A338;;Slow Blow;;Motor Circuit;;;;;4A;;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A339;;;;;TIME LAG;;20mm;5.2mm;;;;;114J;Low;;;;;INLINE/HOLDER;;;;5.2mm  x  20mm;;;;150A;5A;;250V;
A340;;Slow Blow;;;;;;;;;5 X 20mm;;;;;;;;;;;;;;;;;;;;
A341;Fuse Miniature Slow Blow Acting 2.5A 250V Holder Cartridge 5 X 20mm Glass Bulk CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Fuse, Time Lag Blow, 2.5A, 250VAC, 150A (IR), Inline/holder, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;2.5A;Glass;5 X 20mm;;138J;Low;250V;;1.6(Typ)W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;;5.2mm;20mm;150A;2.5A;250V;250V;
A342;;;;;;;;;;;;;;Low;;;;;;;;;;;;;;;;;
A343;;Slow Blow;;Motor Circuit;;;;;0.63A;;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A344;;Fast;;Motor Circuit;;;;;4A;Glass;6.3 X 32mm;;;;250V;;;Holder;;2;;;;;4.5mm;14.48mm;;;;;
A345;;;;;FAST;;14.48mm;4.5mm;;;2AG;;9.4J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;4.5mm  x  14.48mm;;;;500A;4A;125V;125V;125V
A346;;Fast;;Motor Circuit;;;;;5A;Glass;6.3 X 32mm;;;;125V;;;Holder;;2;;;;;4.5mm;14.48mm;;;;;
A347;;;;;FAST;;14.48mm;4.5mm;;;2AG;e3;17J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;4.5mm  x  14.48mm;;;;500A;5A;250V;125V;125V
A348;;Fast;;Motor Circuit;;;;;6A;Glass;6.3 X 32mm;;;;250V;;;Holder;;2;;;;;4.5mm;14.48mm;;;;;
A349;;;;;FAST;;14.48mm;4.5mm;;;2AG;e3;22.1J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;4.5mm  x  14.48mm;;;;500A;6A;125V;125V;125V
A350;;Fast;;Motor Circuit;;;;;7A;Glass;6.3 X 32mm;;;;250V;;;Holder;;2;;;;;4.5mm;14.48mm;;;;;
A351;;;;;FAST;;14.48mm;4.5mm;;;2AG;e3;40J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;4.5mm  x  14.48mm;;;;500A;7A;125V;125V;125V
A352;;Fast;;Motor Circuit;;;;;8A;Glass;6.3 X 32mm;;;;250V;;;Holder;;2;;;;;4.5mm;14.48mm;;;;;
A353;;;;;FAST;;14.48mm;4.5mm;;;2AG;e3;56J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;4.5mm  x  14.48mm;;;;500A;8A;125V;125V;125V
A354;;Fast;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;;;;;10A;Glass;5 X 15mm;;;;125V;125V;;Holder;;2;;;;;4.5mm;14.48mm;;;;;
A355;;;;;FAST;;14.48mm;4.5mm;;;2AG;;116J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;4.5mm  x  14.48mm;;;;500A;10A;125V;125V;125V
A356;;Slow Blow;;Telecom Industry;;;;;2.5A;Glass;5 X 15mm;;;;250V;;;;;;;;;;;;;;;;
A357;;Medium Time Delay;;Motor Circuit;;;;;1A;Glass;5 X 20mm;;;;250V;;;;;;;;;;;;;;;;
A358;;Medium Time Delay;;Motor Circuit;;;;;2A;Glass;5 X 20mm;;;;250V;;;;;;;;;;;;;;;;
A359;;Medium Time Delay;;Motor Circuit;;;;;3A;Glass;5 X 20mm;;;;250V;;;;;;;;;;;;;;;;
A360;;Medium Time Delay;;Motor Circuit;;;;;4A;Glass;5 X 20mm;;;;250V;;;;;;;;;;;;;;;;
A361;;Medium Time Delay;;Motor Circuit;;;;;5A;Glass;5 X 20mm;;;;250V;;;;;;;;;;;;;;;;
A362;;Medium Time Delay;;Motor Circuit;;;;;8A;Glass;5 X 20mm;;;;250V;;;;;;;;;;;;;;;;
A363;;Medium Time Delay;;Motor Circuit;;;;;10A;Glass;5 X 20mm;;;;250V;;;;;;;;;;;;;;;;
A364;;;;;MEDIUM;;20mm;5.2mm;;;;;6.144J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A365;;Medium Time Delay;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;;;;;1.6A;Glass;5 X 20mm;;;;125V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A366;;;;;MEDIUM;;20mm;5.2mm;;;;;17.041J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A367;;Medium Time Delay;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;;;;;2.5A;Glass;5 X 20mm;;;;125V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A368;;;;;MEDIUM;;20mm;5.2mm;;;;;36.272J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A369;;Medium Time Delay;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;;;;;3.5A;Glass;5 X 20mm;;;;125V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A370;;;;;MEDIUM;;20mm;5.2mm;;;;;151.905J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A371;;Medium Time Delay;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;;;;;6.3A;Glass;5 X 20mm;;;;125V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A372;;;;;MEDIUM;;20mm;5.2mm;;;;;3.389J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A373;;Medium Time Delay;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;;;;;1.25A;Glass;5 X 20mm;;;;125V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A374;;;;;MEDIUM;;20mm;5.2mm;;;;;29.797J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A375;;Medium Time Delay;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;;;;;3.15A;Glass;5 X 20mm;;;;125V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A376;Fuse Miniature Medium Time Delay Acting 3.15A 125V Holder Axial Melf 5 X 20mm Glass CE/CSA/KC/PSE/UL Electric Fuse, Medium Blow, 3.15A, 125VAC, 10000A (IR), Inline/holder;Medium Time Delay;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;MEDIUM;;20mm;5.2mm;3.15A;Glass;5 X 20mm;;30.6J;High;125V;;;Holder;INLINE/HOLDER;2;125Cel;-55Cel;;;;;;;;;
A377;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;2.03J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A378;;Medium Time Delay;;Motor Circuit;;;;;1A;Glass;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A379;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;10.2J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A380;;Medium Time Delay;;Motor Circuit;;;;;2A;Glass;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A381;Fuse 2A 250V Medium Time Delay Acting 2-Pin Bulk Electric Fuse, Medium Blow, 2A, 250VAC, 100A (IR), Inline/holder;Medium Time Delay;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;Supplementary Protection;MEDIUM;;20mm;5.2mm;2A;Glass;5 X 20mm;;10.2J;Low;250V;;;Through Hole;INLINE/HOLDER;2;125Cel;-55Cel;;;;;;;;;
A382;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;27J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A383;;Medium Time Delay;;Motor Circuit;;;;;3A;Glass;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A384;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;10.7J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A385;;Medium Time Delay;;Motor Circuit;;;;;4A;Ceramic;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A386;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;21.2J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A387;;Medium Time Delay;;Motor Circuit;;;;;5A;Ceramic;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A388;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;33.9J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A389;;Medium Time Delay;;Motor Circuit;;;;;6A;Ceramic;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A390;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;82.9J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A391;;Medium Time Delay;;Motor Circuit;;;;;8A;Ceramic;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A392;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;133J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A393;;Medium Time Delay;;Motor Circuit;;;;;10A;Ceramic;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A394;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;6.31J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A395;;Medium Time Delay;;Motor Circuit;;;;;1.6A;Glass;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A396;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;17.5J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A397;;Medium Time Delay;;Motor Circuit;;;;;2.5A;Glass;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A398;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;37.3J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A399;;Medium Time Delay;;Motor Circuit;;;;;3.5A;Glass;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A400;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;37.3J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A401;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;38.7J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A402;;Medium Time Delay;;Motor Circuit;;;;;6.3A;Ceramic;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A403;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;3.48J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A404;;Medium Time Delay;;Motor Circuit;;;;;1.25A;Glass;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A405;;;PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT;;MEDIUM;;20mm;5.2mm;;;;;30.6J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;;;;;;;;;
A406;;Medium Time Delay;;Motor Circuit;;;;;3.15A;Glass;5 X 20mm;;;;250V;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A407;Fuse Miniature Fast Acting 1A 250V Holder Cartridge 5 X 20mm Glass Bulk CE/CSA/KC/PSE/UL Electric Fuse, Fast Blow, 1A, 250VAC, 100A (IR), Inline/holder;Fast;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;FAST;;5.2mm;20mm;1A;Glass;5 X 20mm;;0.4675J;Low;250V;;;Holder;INLINE/HOLDER;2;125Cel;-55Cel;20mm  x  5.2mm;;5.2mm;20mm;100A;1A;;250V;
A408;Fuse Miniature Slow Blow Acting 2.5A 250V Holder Cartridge 5 X 20mm Glass Bulk CE/CSA/KC/PSE/UL Electric Fuse, Time Lag Blow, 2.5A, 250VAC, 100A (IR), Supplemental, Inline/holder, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;2.5A;Glass;5x20mm;;79.705J;Low;250V;;;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;;5.2mm;20mm;100A;2.5A;250V;250V;
A409;Fuse Miniature Slow Blow Acting 0.5A 250V Holder Cartridge 5 X 20mm Glass Bulk CE/CSA/KC/PSE/UL Electric Fuse, Time Lag Blow, 0.5A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm;Slow Blow;;Supplementary Protection|Utilization Equipment to Provide Individual Protection;TIME LAG;;20mm;5.2mm;0.5A;Glass;5 X 20mm;;1.985J;Low;250V;;;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;;5.2mm;20mm;35A;0.5A;250V;250V;
A410;Fuse Fast Acting 0.05A 250V Holder Cartridge 3.02 X 8.4mm T/R UL Electric Fuse, 0.05A, 250VAC, 250VDC, 4000A (IR), Surface Mount;Fast;RATED BREAKING CAPACITY AT 250 VDC: 4000A;Electrical Connections;;;8.4mm;3.02mm;0.05A;;3.02 X 8.4mm;e4;0.0001J;Low;250V;250V;;Holder;SURFACE MOUNT;2;125Cel;-40Cel;3.02mm  x  8.4mm;;3.02mm;8.4mm;4000A;0.05A;250V;250V;250V
A411;Fuse Fast Acting 0.08A 250V Holder Cartridge 3.02 X 8.4mm T/R UL Electric Fuse, 0.08A, 250VAC, 250VDC, 4000A (IR), Surface Mount;Fast;RATED BREAKING CAPACITY AT 250 VDC: 4000A;Electrical Connections;;;8.4mm;3.02mm;0.08A;;3.02 X 8.4mm;e3;0.00021J;Low;250V;250V;;Holder;SURFACE MOUNT;2;125Cel;-40Cel;3.02mm  x  8.4mm;;3.02mm;8.4mm;4000A;0.08A;250V;250V;250V
A412;Fuse Fast Acting 0.1A 250V Holder Cartridge 3.02 X 8.4mm T/R UL Electric Fuse, 0.1A, 250VAC, 250VDC, 4000A (IR), Surface Mount;Fast;RATED BREAKING CAPACITY AT 250 VDC: 4000A;Electrical Connections;;;8.4mm;3.02mm;0.1A;;3.02 X 8.4mm;e3;0.00098J;Low;250V;250V;;Holder;SURFACE MOUNT;2;125Cel;-40Cel;3.02mm  x  8.4mm;;3.02mm;8.4mm;4000A;0.1A;250V;250V;250V
A413;Fuse Subminiature Very Fast Acting 7A 125V Axial 2.8 X 7.11mm Epoxy Coated CCC/CSA/PSE/QPL/TUV/UL Electric Fuse, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Through Hole;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 300 A;Audio/Video System|Flat Panel Display TV|LCD Monitor|Office Machine|Power Supply;VERY FAST;;7.11mm;2.41mm;7A;Epoxy Coated;2.8 X 7.11mm;e3;10.4J;High;125V;;;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;2.41mm  x  7.11mm;;2.8(Max)mm;7.11mm;50A;7A;;125V;125V
A414;Fuse Subminiature Very Fast Acting 10A 125V Axial 2.8 X 7.11mm Epoxy Coated CCC/CSA/PSE/QPL/TUV/UL Electric Fuse, Very Fast Blow, 10A, 125VAC, 125VDC, 50A (IR), Through Hole;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 300 A;Audio/Video System|Flat Panel Display TV|LCD Monitor|Office Machine|Power Supply;VERY FAST;;7.11mm;2.41mm;10A;Epoxy Coated;2.8 X 7.11mm;e3;25.5J;High;125V;;;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;2.41mm  x  7.11mm;;2.8(Max)mm;7.11mm;50A;10A;;125V;125V
